gene,logFC,QValue,KO_condition
TMED10,-0.487193352633276,0.0142103916648289,EIF2AK1
FANCA,0.568410015496392,0.00415876980882962,EIF2AK1
ZSCAN31,-1.00337635648794,5.23107141680365e-05,EIF2AK1
ERLIN2,0.346291336671505,0.0485360218862438,EIF2AK1
CNPY2,0.708408672184982,0.00123814158070719,EIF2AK1
NOP14,1.19533655209564,1.78484794495079e-08,EIF2AK1
LAMTOR4,0.428283548234498,0.0294131527206294,EIF2AK1
UTRN,-1.506275066832,1.27377462672129e-10,EIF2AK1
PROX1,-3.08460115215185,9.72356908980135e-11,EIF2AK1
ATF7IP,-0.50212556397752,0.0113125869181411,EIF2AK1
IQGAP3,-0.839326063984212,0.000105693618264805,EIF2AK1
SPSB3,-0.39606140229367,0.0373124045445249,EIF2AK1
C21orf91,0.42257205844997,0.0316011445830126,EIF2AK1
SLC35D2,-1.37307722018533,2.56772764369675e-08,EIF2AK1
DEPDC4,-1.02227212785489,0.00037116286162318,EIF2AK1
SUPV3L1,0.76994643132473,0.000204598140677486,EIF2AK1
TMEM201,1.04726099397311,6.46476347771426e-07,EIF2AK1
RAMAC,0.565851101872253,0.0126294387676054,EIF2AK1
MLYCD,-0.767453888887159,0.00154032999568689,EIF2AK1
SLFNL1,0.432916565621316,0.0431391641792723,EIF2AK1
USO1,-1.13645688763974,3.99611936119778e-07,EIF2AK1
ZSCAN5A,0.892749691891854,0.000669415230846074,EIF2AK1
SLC35B3,-0.457596347331997,0.0289303960618861,EIF2AK1
LSM5,0.517391130976549,0.0125588279639286,EIF2AK1
GOLGA8N,-2.39344444053246,1.11384074981679e-08,EIF2AK1
KLHL23,0.378716696301659,0.0377127478295347,EIF2AK1
MAN2A2,-0.589662076169417,0.00526490644885237,EIF2AK1
CD2BP2,0.827562892869051,0.000103413326794332,EIF2AK1
ZNF264,-1.66323195466164,1.84666631529076e-10,EIF2AK1
UCN,-1.47736877081099,2.31671878782086e-05,EIF2AK1
WDR27,-0.581693602463482,0.00473954479206354,EIF2AK1
SNX32,1.11287135174912,1.01176013819594e-07,EIF2AK1
ERI1,-0.47059627691202,0.0161441328170236,EIF2AK1
ING5,0.512756897420268,0.012079230555322,EIF2AK1
USP36,0.664343718465219,0.00108550305968815,EIF2AK1
ODAD3,-0.5380853034119,0.0111065872478741,EIF2AK1
PLTP,-0.413505461227578,0.0301374483795313,EIF2AK1
TYW1,0.600668189840324,0.0035837699791917,EIF2AK1
MMD,-1.01148634344135,2.15006170549749e-05,EIF2AK1
ATF2,-0.745969200817904,0.000469109873852609,EIF2AK1
SPATA2L,0.593271672562351,0.00982061896978782,EIF2AK1
SURF2,1.49420118894634,8.02860785692384e-07,EIF2AK1
UBALD1,0.5278267782192,0.0105682067986012,EIF2AK1
KIF27,-0.718717174024241,0.0157435393112524,EIF2AK1
RNF213,-0.971712214502802,3.25874025819805e-05,EIF2AK1
PNPLA8,-1.17165146773466,3.13937023655713e-07,EIF2AK1
DAPK2,-1.11460240156763,0.000161419437790958,EIF2AK1
URGCP,0.379014852440611,0.0436092092001651,EIF2AK1
MON1A,0.964005785373559,0.000110988965252633,EIF2AK1
ODF3L2,-1.36344578042775,0.000378090730186812,EIF2AK1
MYO5B,-2.22248234563167,2.13543274372129e-11,EIF2AK1
COG2,0.429812078493221,0.0257972713614416,EIF2AK1
ARMCX3,-1.64820616215908,8.85279612529216e-12,EIF2AK1
SLC25A26,0.636895099724476,0.0151417037442882,EIF2AK1
REXO1,0.615262325087951,0.00215449873701223,EIF2AK1
WDR45,-0.712572255323365,0.000844223637729851,EIF2AK1
DMTF1,-0.833973545026523,0.000113874612323668,EIF2AK1
RFX7,-0.367488279743192,0.0416661898604566,EIF2AK1
SCRG1,-1.62581625505715,9.85732932555681e-05,EIF2AK1
NUDT9,0.564988026604693,0.0229883304770971,EIF2AK1
TMLHE,-0.595110388652654,0.00949905096886915,EIF2AK1
MED27,0.589610802616364,0.00581067040854511,EIF2AK1
ZNF391,-0.846054918564234,0.000347289216339722,EIF2AK1
DMAP1,0.784963158358215,0.000543650323622879,EIF2AK1
SLC7A1,-0.71834004317455,0.000850134422986391,EIF2AK1
PDE4A,0.870462563315187,3.97048167049211e-05,EIF2AK1
ST3GAL5,-1.91042207299872,1.80981414090376e-12,EIF2AK1
ELOVL6,0.470281567848587,0.0143971330450595,EIF2AK1
MRPS16,0.78685997306214,0.000142772818655826,EIF2AK1
PAGE5,0.53447979538255,0.0140095405843878,EIF2AK1
DBNDD2,-1.12490682214181,1.07453611230409e-06,EIF2AK1
REPIN1,0.630734574166947,0.0021129179922837,EIF2AK1
RPP30,0.563361763893571,0.00799859667087965,EIF2AK1
PCK2,-1.57900273448189,5.50225902245631e-12,EIF2AK1
CD70,-1.97583973034153,1.54482459979031e-07,EIF2AK1
SYTL1,-2.30879709201456,6.48155780035652e-18,EIF2AK1
HEATR6,-0.624076483408272,0.00377325909828854,EIF2AK1
TSPYL1,0.60602833657698,0.00253233500770695,EIF2AK1
ANKIB1,-0.552735039545097,0.00760187544657589,EIF2AK1
SYS1-DBNDD2,-0.901860343222748,6.00381043978672e-05,EIF2AK1
TRMT61B,0.571188672576254,0.0103640927813119,EIF2AK1
SLC48A1,-0.421568018564803,0.0262901718640107,EIF2AK1
SMIM12,1.23499049137892,6.3332748780601e-08,EIF2AK1
ZNF730,-0.909477230251105,0.00444978982751771,EIF2AK1
DLGAP1,-2.06509920085071,1.63170493418193e-07,EIF2AK1
CPNE2,-1.41322657999516,3.11341993234153e-08,EIF2AK1
ABHD11,0.827127965420445,0.00074375145133118,EIF2AK1
COG8,0.422820476574274,0.0228671593624335,EIF2AK1
ZMYM5,-0.574604320148734,0.0133932931727907,EIF2AK1
SFPQ,0.774742970493399,0.000328545095715203,EIF2AK1
TCEA3,-1.71584771399417,2.66196948337193e-05,EIF2AK1
TAF15,0.447621247550736,0.0179311197384562,EIF2AK1
ASAP3,-0.691213014773932,0.00117730952302231,EIF2AK1
GOLGA6L9,-1.61550924209477,3.1627064531253e-10,EIF2AK1
JMJD7-PLA2G4B,-1.06132221997058,3.44733073081213e-06,EIF2AK1
MBNL3,-1.69893119252677,9.92788129442361e-08,EIF2AK1
TNFRSF10B,-2.08522263989204,9.2627136874062e-19,EIF2AK1
MAN2B1,-0.626390644616585,0.00275853437459937,EIF2AK1
ABCF2,1.30199577922333,5.06624480418686e-10,EIF2AK1
MAPK1IP1L,0.518956560735811,0.00780828046719656,EIF2AK1
ENOPH1,0.516448054714449,0.0111019793041689,EIF2AK1
HID1,-3.54400854172722,4.72080452958702e-25,EIF2AK1
USP7,0.806555342440346,9.66675688821508e-05,EIF2AK1
MDN1,1.36400408711859,3.81889451287943e-10,EIF2AK1
PAXIP1,0.715255193977531,0.000722605561909974,EIF2AK1
PMM2,0.466704488114186,0.0167958169891958,EIF2AK1
UBE3B,-0.4430959293527,0.0219812263864537,EIF2AK1
GYG2,-0.447038979167169,0.031038941917703,EIF2AK1
TGOLN2,-0.481147457832436,0.0156184971463549,EIF2AK1
VPS35L,0.545881984266243,0.0063598551382254,EIF2AK1
HNRNPD,0.844210964567889,4.97277323133768e-05,EIF2AK1
NOSTRIN,-0.579818130441432,0.0051178979192131,EIF2AK1
AGO4,-1.18628084343541,1.52969567507013e-07,EIF2AK1
SPATA7,-1.10621100887092,0.000367765690057408,EIF2AK1
STYXL1,-0.428562752450019,0.0323391354739548,EIF2AK1
EXOC6B,-1.06679323720847,1.03611364506092e-05,EIF2AK1
TMSB10,-0.852597668322928,8.85827857354496e-05,EIF2AK1
ZNF696,0.74777992578376,0.00175737439915599,EIF2AK1
NOL8,0.890841794154466,2.47914031541544e-05,EIF2AK1
MTRES1,0.552001428673035,0.0205737104555135,EIF2AK1
DNASE2,-1.63886851131069,1.19223368597779e-12,EIF2AK1
AAR2,1.0818914553173,1.44987326262356e-06,EIF2AK1
SPIB,1.58828934441787,7.51499525023221e-06,EIF2AK1
SSR2,-0.747899538362537,0.000502981492847715,EIF2AK1
TNFAIP8,-0.819302349888731,0.000211252201815128,EIF2AK1
CLASRP,0.570982762144311,0.00481813939048477,EIF2AK1
JMJD7,-0.774948139953955,0.00126885263801705,EIF2AK1
CFH,-1.69219119056521,1.72614013598737e-13,EIF2AK1
EXOSC10,0.650200188893015,0.00128638448642106,EIF2AK1
B4GALT1,-0.542874605327185,0.00718584726087317,EIF2AK1
TAF12,-0.506500441347669,0.0143062902450157,EIF2AK1
PUS1,1.4719237236091,7.44761119360051e-11,EIF2AK1
HHEX,-0.746243422641845,0.000462065376779908,EIF2AK1
ELP3,0.351555390991177,0.0490703898305625,EIF2AK1
CHD8,0.636377692133005,0.00157975672461514,EIF2AK1
ARPC5L,0.814902962823164,0.000193132142463979,EIF2AK1
UTP15,1.86338928125393,7.43761293526025e-17,EIF2AK1
EEF2KMT,1.72866975953841,1.36867090494934e-12,EIF2AK1
NKTR,-0.420308179030664,0.0277086339029401,EIF2AK1
OSTC,-0.49681754902702,0.0121374142791998,EIF2AK1
DDX39A,0.953261030055852,4.76042575549847e-06,EIF2AK1
DNAH8,-1.46699752623445,1.79971245051168e-09,EIF2AK1
NAALADL1,0.726643719057674,0.0222275493974595,EIF2AK1
MTMR12,0.348004536272511,0.048339086102104,EIF2AK1
TTC14,-0.431793055796953,0.0263424748429761,EIF2AK1
ZNF524,-0.539691530211943,0.0187421293292706,EIF2AK1
JAGN1,0.544350667737064,0.00773328348058267,EIF2AK1
NOP58,1.13355594789299,1.02837932373706e-07,EIF2AK1
NCKAP1L,-1.03039648705901,3.1622470496839e-06,EIF2AK1
TBCA,0.633856526782772,0.00344418336793882,EIF2AK1
DNAH3,-1.87746779468371,4.32799829412687e-12,EIF2AK1
WDR82,0.807330753623295,0.000100696657740036,EIF2AK1
ZDHHC7,0.571442300058662,0.00424855878376324,EIF2AK1
NUP214,0.785538571630353,0.000515630213625684,EIF2AK1
PTPRB,-0.971039252368491,1.37881441109996e-05,EIF2AK1
FBXO17,0.493662110717199,0.0178732004927744,EIF2AK1
DHX16,0.707601131821206,0.000640165048031402,EIF2AK1
ATG13,-0.4699216982206,0.0159073073107863,EIF2AK1
ABCF2-H2BE1,1.25331225961719,2.37477526840171e-09,EIF2AK1
FER,-0.460641580094175,0.017981349413634,EIF2AK1
FAAP100,0.887592213354222,2.7940660748595e-05,EIF2AK1
GPN1,0.633553187595783,0.00253064413881569,EIF2AK1
NUDT19,0.578089949325597,0.00503009740434554,EIF2AK1
PRKAR1A,-0.495099308681374,0.0123139648437165,EIF2AK1
COPS6,0.486511589316376,0.0121177044526416,EIF2AK1
WDPCP,-0.773172256107756,0.00226833929578572,EIF2AK1
NOTCH2NLA,-0.947933746727696,0.00258408505844402,EIF2AK1
EWSR1,0.565790149395451,0.00462239052495341,EIF2AK1
WIZ,0.844048206248568,5.55013428739185e-05,EIF2AK1
PHF14,0.638075130556776,0.00201186701871141,EIF2AK1
MPP7,-1.44620806897153,0.000140137585746086,EIF2AK1
DNLZ,0.9250308836419,0.00202929350359586,EIF2AK1
NKAPD1,0.566073831787748,0.00526359491419174,EIF2AK1
TEX261,0.682840996664961,0.000788191749674423,EIF2AK1
STX7,-0.374187603062747,0.0410805504926437,EIF2AK1
WASHC3,-0.614370695603139,0.0102228117921576,EIF2AK1
YJEFN3,-0.648876199518813,0.00445576089054563,EIF2AK1
CBX6,1.08462372527144,3.3611306726024e-07,EIF2AK1
CLK1,-0.573567510776136,0.00665823054756552,EIF2AK1
CD22,1.18371113154878,0.000183601367484932,EIF2AK1
RANBP3,0.563512101089913,0.0050294227649504,EIF2AK1
OIP5,0.583524449874509,0.00744069220755207,EIF2AK1
POLI,-1.37782510322432,1.93543222937447e-07,EIF2AK1
ARSG,-2.09349610961662,9.90814858994659e-15,EIF2AK1
BCL9,0.421423703545905,0.0389772891215267,EIF2AK1
H2AC16,1.65725393219675,5.32330243510812e-11,EIF2AK1
CHD1,0.538440389223086,0.0061289705058577,EIF2AK1
SAT2,-1.60170697962471,3.39442712423854e-07,EIF2AK1
FASTKD2,1.08141323162314,1.15282275446773e-06,EIF2AK1
H2BU1,0.623662237248802,0.00418764962408234,EIF2AK1
PIGT,0.46863216019198,0.0143060687515496,EIF2AK1
DDX46,1.52952272516891,2.99097061404618e-13,EIF2AK1
AKTIP,-0.931206241748296,0.000232038358509097,EIF2AK1
DPAGT1,0.51108072650532,0.00903131408892872,EIF2AK1
TMEM260,-1.12598664534203,4.94915010296777e-06,EIF2AK1
H2AC18,1.14564969532332,0.000751865656918612,EIF2AK1
ZNFX1,0.959875497579456,6.34352781315417e-06,EIF2AK1
DDX23,0.971077703815752,3.80943727227644e-06,EIF2AK1
ANAPC7,0.583872891492442,0.00335001448833132,EIF2AK1
ATXN7L3,0.363367303654202,0.0410279639876615,EIF2AK1
VPS11,0.378568086462015,0.0388648831792191,EIF2AK1
SLC35C2,0.45551367706811,0.0177312715546272,EIF2AK1
CAPS2,-1.04845654059561,0.0070241960522712,EIF2AK1
ZNF227,-0.508616594654006,0.0270004991253991,EIF2AK1
ASCC1,-0.688235714996718,0.00117289973039828,EIF2AK1
ABO,-0.644604552502176,0.0023783312825798,EIF2AK1
SERPINB6,-0.464210599243493,0.0170012502763493,EIF2AK1
LRPAP1,0.432301645516658,0.0236501199750238,EIF2AK1
ANKRD45,-0.709347830931173,0.0319001921825886,EIF2AK1
NT5C1B-RDH14,0.652068207987699,0.0205005294375563,EIF2AK1
ZNF324B,0.948170314492573,0.000165718381656066,EIF2AK1
TSNAXIP1,0.476683315687517,0.025128315261656,EIF2AK1
RBBP6,0.55825706653497,0.00473876095565186,EIF2AK1
RNF217,-0.670683004300658,0.00137890729593405,EIF2AK1
ZNF326,0.511371952193585,0.0104704170669069,EIF2AK1
TTLL4,0.383580103783033,0.0357965209014255,EIF2AK1
GPAT3,-1.78833899578434,2.28547441062031e-13,EIF2AK1
ZNF277,-1.15472115714709,6.20086912397217e-07,EIF2AK1
KLHL22,-1.18002574182979,2.21661149683958e-07,EIF2AK1
ASNSD1,0.581293863379342,0.00700844309352146,EIF2AK1
RPH3AL,-1.25104968799686,0.000779837253145057,EIF2AK1
GCAT,-0.409578569245471,0.0316754422477547,EIF2AK1
RB1,-0.42279415740862,0.0257535375199914,EIF2AK1
MFSD11,1.00400593939094,1.73382698208492e-06,EIF2AK1
FAM120AOS,0.642987437039759,0.00190198763902261,EIF2AK1
SMOX,-1.4196005945257,5.47569777788749e-08,EIF2AK1
INO80E,0.510775610292323,0.0107394271090179,EIF2AK1
PRR13,0.909781946847442,1.19105126031905e-05,EIF2AK1
H2AC8,0.965764719663021,3.94227082323712e-06,EIF2AK1
HNRNPH2,0.737177582694425,0.000660558922549011,EIF2AK1
JMY,-1.10352599243357,8.86231116997214e-07,EIF2AK1
SLAMF7,-0.898365370823548,0.00846914641942788,EIF2AK1
ZC3H4,1.15432229074541,3.48309848395198e-08,EIF2AK1
PDIK1L,-0.365691050415389,0.0436394050723171,EIF2AK1
TEP1,-1.02332486850649,5.35157789484601e-06,EIF2AK1
H2AC4,1.89943618206746,2.09381535850884e-16,EIF2AK1
PREB,0.506177348435826,0.00974122606977163,EIF2AK1
SOX12,0.449106056296473,0.0194441807543923,EIF2AK1
MAP7D1,0.706885798142892,0.000545676858843968,EIF2AK1
FBXL6,1.10965712334044,4.63889394376306e-07,EIF2AK1
FBXO45,0.835003853508816,6.62411749478659e-05,EIF2AK1
UCK2,1.04100778173127,7.39505264200857e-07,EIF2AK1
MCF2L2,-0.60981060553315,0.00486526610666682,EIF2AK1
SIRT2,-0.630609903600008,0.00299191116943923,EIF2AK1
MRPS11,0.978706828373127,1.55074186609884e-05,EIF2AK1
OXLD1,0.420634507212823,0.0380256596673313,EIF2AK1
PSMA4,0.621933103215689,0.0019603854419846,EIF2AK1
GDPD5,-0.659082515373543,0.00244665207428464,EIF2AK1
ASCC2,0.351413294732091,0.049166706949646,EIF2AK1
ZNF526,0.594805991313862,0.00465185028240283,EIF2AK1
TRMU,0.733271753713835,0.000812777218935488,EIF2AK1
FOXN2,-0.407442358597939,0.0296786463874232,EIF2AK1
MCM9,0.719536508085897,0.000919658188144394,EIF2AK1
HSPBP1,1.19280139512873,3.95620343538427e-08,EIF2AK1
SCRN3,-0.545600247647286,0.0119855203542545,EIF2AK1
NISCH,-0.417872514446297,0.0264804416784285,EIF2AK1
CYTH4,-2.38178438627391,4.03173606073157e-09,EIF2AK1
ABCF3,1.00292098208661,5.45814215227401e-06,EIF2AK1
PHGDH,-4.24750385405623,3.48396361097726e-56,EIF2AK1
TMEM268,-0.850484167615743,0.000124309421345877,EIF2AK1
POFUT1,0.854943146476252,4.02850816329795e-05,EIF2AK1
PPM1N,-0.952297654130431,0.000487016456099686,EIF2AK1
ARGLU1,-0.832402623994516,0.000126404148350844,EIF2AK1
RBM25,0.369900070230923,0.0384886714042023,EIF2AK1
FILIP1,-1.09280989975088,0.00233014717916024,EIF2AK1
BRMS1L,0.674509755699124,0.0204307470704453,EIF2AK1
SRGAP2B,-1.33957680356823,3.57163959327878e-06,EIF2AK1
HECTD4,-0.550598741037468,0.00751875006870205,EIF2AK1
TAZ,-0.577178330297377,0.0069734591011325,EIF2AK1
C12orf45,0.405217192828816,0.0312985962405404,EIF2AK1
GDAP2,-0.571650367602061,0.00549979633956085,EIF2AK1
RRP36,1.07509157761887,6.39355528819982e-07,EIF2AK1
EPG5,-0.485262753944405,0.0144828553793062,EIF2AK1
CDC37,0.912458014729483,1.14939203340981e-05,EIF2AK1
RNASEH2C,0.575199955249327,0.00421048873082891,EIF2AK1
RPAP3,0.356349317063055,0.045563310858995,EIF2AK1
DDR2,-0.512345335753879,0.0308907285121177,EIF2AK1
CSGALNACT2,-0.617416355191146,0.00813486207576043,EIF2AK1
RNH1,0.424815513361402,0.0224222148867122,EIF2AK1
TP53,-0.58543611890739,0.00823112964495866,EIF2AK1
ACADSB,0.815434194344499,0.000687291344426016,EIF2AK1
SMC6,0.383696234383604,0.033918022236051,EIF2AK1
PIGW,1.95382307731281,4.49802743835301e-16,EIF2AK1
BORCS5,0.418037439290027,0.046010309514125,EIF2AK1
MRI1,0.9945570669463,6.12575822128169e-06,EIF2AK1
GNAL,-0.572407363159409,0.0287853718083943,EIF2AK1
STKLD1,0.647674170023726,0.0222856737466872,EIF2AK1
XPOT,-0.969992341133865,3.0732121187426e-05,EIF2AK1
ZNF48,0.970933822496711,4.46882576482601e-05,EIF2AK1
CMC1,-0.36677783079857,0.0478941920896532,EIF2AK1
DDX19A,1.40500624878305,6.49079337684747e-11,EIF2AK1
SRSF5,0.341837958250376,0.0488367678050087,EIF2AK1
STK40,-0.700767072538853,0.00103354910513342,EIF2AK1
JOSD1,0.525063123523235,0.00832094053447483,EIF2AK1
PPP1R9B,0.744003989059688,0.000307325940344185,EIF2AK1
KDM8,0.969595023396639,0.000557639394546896,EIF2AK1
MTSS2,0.867228590960034,2.88484837780256e-05,EIF2AK1
TMEM44,-0.411137203276309,0.0456275524104537,EIF2AK1
ZFYVE1,-1.00861760879299,3.18146598794159e-05,EIF2AK1
TSACC,1.57599527854289,4.55403530741157e-06,EIF2AK1
ATXN2L,-0.455363937433124,0.024935443941929,EIF2AK1
EIF4G2,1.02520927792224,5.08024176228429e-06,EIF2AK1
R3HCC1,0.713487442999304,0.00165513226043927,EIF2AK1
TSSC4,0.972547040683949,2.7411529826612e-05,EIF2AK1
ARHGAP17,0.555601209440204,0.00646533877454594,EIF2AK1
DDA1,0.425884136932986,0.0258700059611025,EIF2AK1
CLPTM1L,1.15406313476695,3.48309848395198e-08,EIF2AK1
COQ10A,-0.681506348992197,0.00451336280583463,EIF2AK1
METTL1,1.59056416968048,9.19521907007043e-10,EIF2AK1
GTF3C2,0.476952012698408,0.0128632361889396,EIF2AK1
TLCD3A,0.942746932044457,0.000261501027551567,EIF2AK1
KCNAB2,-0.964972267701266,4.73089422691419e-05,EIF2AK1
SYCE1L,-0.496411395480776,0.048673484556676,EIF2AK1
NUP88,0.730633604100576,0.0004597790318656,EIF2AK1
KDM2A,0.60645550228843,0.00246282019459796,EIF2AK1
THUMPD3,0.633589067359269,0.00175866094098134,EIF2AK1
AGAP1,-0.40075882156906,0.0310477304646088,EIF2AK1
RUVBL1,0.708327408398983,0.000519125270677877,EIF2AK1
LHX9,-3.2725373479856,1.05475791366423e-14,EIF2AK1
TAB3,-0.495907722941684,0.0122784897177649,EIF2AK1
DPYSL2,-0.923640585248501,0.000241850365418933,EIF2AK1
NAMPT,-0.35036910948993,0.0488607249735152,EIF2AK1
H2BE1,-1.84078121417375,5.03662154924193e-06,EIF2AK1
E2F6,0.435697394279264,0.0259870558163991,EIF2AK1
ABT1,0.978305709930366,5.61595197898806e-06,EIF2AK1
TM6SF1,-2.59195948872753,2.75708692684649e-25,EIF2AK1
TRIAP1,1.58100491126938,9.76294634620576e-11,EIF2AK1
INPP5B,-0.456483330844178,0.0186427022084615,EIF2AK1
MYCL,-2.20766539810453,5.75372495993029e-20,EIF2AK1
RBP2,-2.93698977083923,5.23012652688874e-10,EIF2AK1
ZNF546,-0.975545877004254,0.000143068547421712,EIF2AK1
ZSWIM3,-0.47095664910379,0.0479365653043126,EIF2AK1
WAPL,0.399169227705718,0.0293041812816136,EIF2AK1
POP5,1.27255860818934,9.02319648179229e-08,EIF2AK1
ST6GAL1,-0.593787713734451,0.00502484933887152,EIF2AK1
GGACT,-0.904668126627852,0.00386471692910359,EIF2AK1
SSNA1,0.816259054009453,0.000219110100178403,EIF2AK1
ZNF517,-0.901193670423619,0.000793996639770685,EIF2AK1
RAB33B,-0.946825235020791,0.000299383590415217,EIF2AK1
ACACA,1.14251211450251,7.92161264238789e-08,EIF2AK1
TAF1C,0.422856432543886,0.024811509514524,EIF2AK1
ABHD16B,0.610628092947851,0.0128208000955559,EIF2AK1
GRIN2D,0.759098300426998,0.000263747003945194,EIF2AK1
IL7,-0.973643067204878,0.00569017939461804,EIF2AK1
METTL4,-0.375462186066179,0.0463763774989636,EIF2AK1
GTPBP6,0.981121205870665,2.35528494167943e-05,EIF2AK1
TLN2,-1.32386260987907,0.000168838915015899,EIF2AK1
CCDC138,0.735637557021368,0.000887325029205038,EIF2AK1
ITGA6,-1.34153643430361,0.000623101930124223,EIF2AK1
FAF1,0.350613176267755,0.0452369547738896,EIF2AK1
TNKS,-1.21306442664714,8.01880791236545e-08,EIF2AK1
TRPC1,-1.22913545599862,4.21120557147895e-06,EIF2AK1
LAMTOR1,0.435847215995759,0.0227972592957941,EIF2AK1
COG5,-0.518249599017079,0.00945740492585149,EIF2AK1
MPLKIP,0.595496132759135,0.00503802075188437,EIF2AK1
ZNF771,1.79988149892604,5.09498173943022e-14,EIF2AK1
ZNF654,-0.485050128446357,0.0189474872260517,EIF2AK1
WTAP,0.424492216562836,0.0224705580012828,EIF2AK1
FRG1,0.616864373020961,0.00648993208275502,EIF2AK1
CERK,-0.714549093035094,0.00129870296348496,EIF2AK1
SRSF2,1.20493973985159,1.6321797610946e-08,EIF2AK1
BCL7A,0.64166342918867,0.00213595062225447,EIF2AK1
ZNF460,-0.560329893995993,0.00582845951656085,EIF2AK1
MTA2,0.919197594519976,1.13423447985901e-05,EIF2AK1
PDCD4,-1.1548848996901,4.2738759785975e-07,EIF2AK1
CFAP58,-1.55511396645267,7.18174945510303e-05,EIF2AK1
C1orf54,0.399282703557593,0.0492547101392339,EIF2AK1
RAB4B-EGLN2,0.482327013995673,0.0127072821331245,EIF2AK1
ACOT11,-1.7481513935442,2.00972870050838e-06,EIF2AK1
CCNF,0.735670664361523,0.000329909047687738,EIF2AK1
CHD4,0.866063914077757,7.58250363593847e-05,EIF2AK1
CEMIP,-0.884718318991003,0.00219498786491272,EIF2AK1
ZNF584,0.95458742214885,2.20450329024472e-05,EIF2AK1
ZC3HC1,0.80069822768147,0.000186497440750322,EIF2AK1
MACROH2A1,0.440235367277954,0.0200334842082369,EIF2AK1
PBXIP1,-1.06177164261172,1.40349825843988e-05,EIF2AK1
CHTF18,0.566948829691003,0.00453096631587168,EIF2AK1
AMY2B,-0.939171352427608,0.00190212119317743,EIF2AK1
ZNF587B,0.790161965141791,0.000227654390308661,EIF2AK1
C20orf203,-0.637869015479038,0.010538106009331,EIF2AK1
GOLGA6L10,-1.22047116037804,0.000696015154126041,EIF2AK1
APBB1,-1.09268168784224,0.00251232778147152,EIF2AK1
TMEM115,0.834179724918549,0.000221473143872397,EIF2AK1
CCDC130,-0.633009627528802,0.0035799109805947,EIF2AK1
NFATC2,-0.397623379594564,0.0338949057644668,EIF2AK1
FAM78A,0.735644714250266,0.000388636736592826,EIF2AK1
PTPN12,-0.358774472357806,0.0450655004832711,EIF2AK1
ZNF473,0.900615473908024,2.57396530015927e-05,EIF2AK1
GAL3ST4,-1.39214088395405,4.43580836321259e-05,EIF2AK1
KCND1,-1.27340134670433,6.7061255500089e-06,EIF2AK1
ALMS1,0.602552546863439,0.00259311033159954,EIF2AK1
ELP4,-0.851994925470975,0.000110549638235722,EIF2AK1
DDX42,0.396873216591942,0.0294842652460899,EIF2AK1
RTCA,-0.422141967822535,0.0270863773445209,EIF2AK1
TRIP11,-0.621283692698222,0.00392912527953407,EIF2AK1
ALKBH4,0.984196441037406,0.000144678714363247,EIF2AK1
ZNF577,-0.468218370572824,0.0353581154415275,EIF2AK1
MAGEA12,0.940159557026361,1.19048953978559e-05,EIF2AK1
RNASEH1,1.11257681361898,7.4432905133263e-07,EIF2AK1
GPATCH4,1.5640752855605,3.02176982929543e-10,EIF2AK1
RICTOR,-0.704384802674225,0.000994212838864677,EIF2AK1
RHOQ,-0.785308520720235,0.000285984101413794,EIF2AK1
MED24,0.986607459283409,2.22321144818708e-06,EIF2AK1
GLOD4,0.729874524840549,0.000715225778264045,EIF2AK1
CENPT,0.506456362282876,0.00999703040237524,EIF2AK1
C9orf78,1.37752613389346,1.19516345556351e-10,EIF2AK1
GALT,-0.708695433122937,0.00241492323666577,EIF2AK1
MDC1,0.367420384299214,0.0410828315173243,EIF2AK1
DCAF1,0.940304655935438,1.04221860814131e-05,EIF2AK1
DENND3,-1.51194192319735,5.56411488472372e-07,EIF2AK1
SIAE,-0.93002311087296,5.75815534319943e-05,EIF2AK1
TIMM23B,0.486797731722966,0.0166804550708081,EIF2AK1
FBXL5,-0.695855957470101,0.00149046104431587,EIF2AK1
MRTO4,2.18690277366476,4.72544702646291e-25,EIF2AK1
PATL1,-0.434385693177705,0.0226579709084725,EIF2AK1
CNOT7,0.508602330054803,0.00885342208304186,EIF2AK1
ADAM10,-0.637949694619191,0.00234687177394158,EIF2AK1
PKMYT1,0.943539267559135,6.03339573347503e-06,EIF2AK1
NDUFAF6,0.459875182567477,0.0261818350094223,EIF2AK1
KIAA1109,-1.05392648888911,1.91367559233991e-06,EIF2AK1
B3GALT2,-0.963999567262307,0.00154562089950836,EIF2AK1
PPP1R32,-2.26563455268723,3.13536474034976e-08,EIF2AK1
NFX1,0.653778123884317,0.00147441971143696,EIF2AK1
GSPT1,0.81176621631671,0.00010922427475842,EIF2AK1
TONSL,1.02607380158784,8.86231116997214e-07,EIF2AK1
TIMM10,1.87983006894477,3.24589243437286e-13,EIF2AK1
E2F1,0.426124855183592,0.0277086339029401,EIF2AK1
SMG5,0.594885804799777,0.00291858452396094,EIF2AK1
STARD9,-0.706884864955297,0.00113728081102593,EIF2AK1
PPP4R1,0.732854612073182,0.000367660128557875,EIF2AK1
MNT,0.752474139922154,0.000357037804462273,EIF2AK1
STAT1,0.361470437317184,0.0417851578711625,EIF2AK1
DDX27,1.1047867681138,3.41612754923746e-07,EIF2AK1
CLMP,-1.196687968796,0.00106412573641922,EIF2AK1
ZNF559,-0.590415379325318,0.0141566331340798,EIF2AK1
