gene,L1_Krishnan_scRNAseq,L2_Awad_CRISPR_KO,L3_Krishnan_ML,L4_Sacco_RNAseq,L5_Sacco_Phospho,evidence_count
DNAJC6,0,1,0,0,0,1
DNLZ,0,0,0,1,0,1
DNM1,0,0,0,0,1,1
DNMT1,1,0,0,0,0,1
DSCC1,0,0,0,1,0,1
DNMT3B,0,1,0,0,0,1
DOCK10,0,1,0,0,0,1
DOCK11,0,1,0,0,0,1
DOCK6,0,1,0,0,0,1
DOCK7,0,0,0,0,1,1
DOCK8,0,0,0,1,0,1
DOK2,0,1,0,0,0,1
DPEP2,0,0,0,1,0,1
DPH7,0,0,0,1,0,1
DNMT3A,0,0,0,0,1,1
CRIF1,0,0,1,0,0,1
CRK,0,0,0,0,1,1
CRKL,0,0,0,0,1,1
CROT,0,0,0,1,0,1
CRTC2,0,0,0,1,0,1
CRYBB1,0,0,0,1,0,1
CRYGD,1,0,0,0,0,1
CRYGS,0,0,0,1,0,1
DCPS,1,0,0,0,0,1
CSNK1E,0,0,0,0,1,1
CSNK2B,0,0,0,0,1,1
CST3,1,0,0,0,0,1
CTAG2,0,1,0,0,0,1
CTAGE9,0,1,0,0,0,1
CTF1,0,0,0,1,0,1
CTLA4,0,1,0,0,0,1
CTNNAL1,0,1,0,0,0,1
CSDE1,1,0,0,0,0,1
COQ8A,0,1,0,0,0,1
CORO1A,1,0,0,0,0,1
COTL1,0,1,0,0,0,1
COX6A1,1,0,0,0,0,1
COX6B1,1,0,0,0,0,1
COX6B2,0,1,0,0,0,1
COX7C,1,0,0,0,0,1
COX8A,1,0,0,0,0,1
CRELD1,0,1,0,0,0,1
CPM,0,0,0,1,0,1
CPNE5,0,1,0,0,0,1
CPOX,0,1,0,0,0,1
CPS1,0,1,0,0,0,1
CPT1A,0,1,0,0,0,1
CPVL,0,1,0,0,0,1
CPZ,0,1,0,0,0,1
CRAMP1L,0,0,0,1,0,1
CREB3L2,0,1,0,0,0,1
CPEB2,0,0,0,1,0,1
CYP2D7,0,0,0,1,0,1
CYP4V2,0,1,0,0,0,1
CYRIA,0,1,0,0,0,1
CYSRT1,0,0,0,1,0,1
CYTH1,0,0,0,1,0,1
CYTH4,0,1,0,0,0,1
CYTL1,0,0,0,1,0,1
DAAM1,0,1,0,0,0,1
CTNND1,0,0,0,0,1,1
DAB2IP,0,0,0,0,1,1
DACT3,0,1,0,0,0,1
DAP,0,0,0,0,1,1
DAXX,0,0,0,0,1,1
DAZAP2,1,0,0,0,0,1
DCAF5,0,0,0,1,0,1
DCAF8,0,0,0,1,0,1
DCDC2B,0,0,0,1,0,1
DCK,0,0,0,0,1,1
DAB2,0,0,0,0,1,1
CTSA,1,0,0,0,0,1
CTSB,0,0,0,1,0,1
CTSC,1,0,0,0,0,1
CTSK,0,0,0,1,0,1
CTSL,0,1,0,0,0,1
CTSO,0,0,0,1,0,1
CTSW,1,0,0,0,0,1
CUBN,0,1,0,0,0,1
CYP26A1,0,1,0,0,0,1
CXCL2,0,1,0,0,0,1
CXCL8,0,1,0,0,0,1
CXCR5,0,0,0,1,0,1
CXorf65,0,0,0,1,0,1
CYB5B,0,0,0,1,0,1
CYB5R1,0,0,0,1,0,1
CYBB,0,1,0,0,0,1
CYC1,1,0,0,0,0,1
CYP1B1,0,0,0,1,0,1
CUL9,0,0,0,1,0,1
ANKRD33,0,1,0,0,0,1
ANKRD33B,0,1,0,0,0,1
ANKRD42,0,0,0,1,0,1
ANO8,0,0,0,1,0,1
ANP32A,0,0,0,0,1,1
ANP32B,1,0,0,0,0,1
ANPEP,1,0,0,0,0,1
ANTXR1,0,1,0,0,0,1
CARD6,0,1,0,0,0,1
ANXA11,1,0,0,0,0,1
ANXA2,1,0,0,0,0,1
ANXA3,0,1,0,0,0,1
ANXA5,1,0,0,0,0,1
ANXA7,0,0,0,1,0,1
AP000547,1,0,0,0,0,1
AP1AR,0,1,0,0,0,1
AP1G2,0,0,0,1,0,1
ANXA1,0,0,0,0,1,1
AKT1,0,0,0,0,1,1
AL034397,1,0,0,0,0,1
AL157895,1,0,0,0,0,1
ALDH18A1,0,1,0,0,0,1
ALDH1B1,0,0,0,1,0,1
ALDOA,0,1,0,0,0,1
ALDOC,0,1,0,0,0,1
ALG3,0,1,0,0,0,1
ANKRD28,0,0,0,1,0,1
AMDHD2,0,1,0,0,0,1
AMHR2,0,1,0,0,0,1
AMIGO2,0,1,0,0,0,1
AMIGO3,0,1,0,0,0,1
ANAPC1,0,0,0,0,1,1
ANAPC11,1,0,0,0,0,1
ANAPC2,0,0,0,1,0,1
ANK3,0,1,0,0,0,1
ANKRD24,0,0,0,1,0,1
AMD1,1,0,0,0,0,1
ARFGAP1,0,1,0,0,0,1
ARHGAP19,0,0,0,1,0,1
ARHGAP26,0,0,0,0,1,1
ARHGAP35,0,0,0,0,1,1
ARHGAP9,0,1,0,0,0,1
ARHGEF11,0,0,0,1,0,1
ARHGEF2,0,0,0,0,1,1
ARHGEF40,0,0,0,1,0,1
AP2A2,0,0,0,1,0,1
ARID3A,0,0,0,0,1,1
ARID5B,0,0,0,1,0,1
ARL2,1,0,0,0,0,1
ARL6IP5,1,0,0,0,0,1
ARL8A,0,0,0,1,0,1
ARMC10,0,0,0,0,1,1
ARPC1B,0,0,0,0,1,1
ARPC2,1,0,0,0,0,1
ARPC3,1,0,0,0,0,1
ARHGEF6,0,1,0,0,0,1
AP2M1,0,0,0,0,1,1
AP2S1,1,0,0,0,0,1
AP4E1,0,1,0,0,0,1
APBA3,0,0,0,1,0,1
APBB2,0,1,0,0,0,1
APBB3,0,0,0,1,0,1
APH1B,0,1,0,0,0,1
APITD1,0,0,0,1,0,1
AREG,1,0,0,0,0,1
APLNR,0,1,0,0,0,1
APOE,0,1,0,0,0,1
APOLD1,0,0,0,1,0,1
APRG1,0,0,0,1,0,1
APRT,1,0,0,0,0,1
AQP1,0,1,0,0,0,1
AQP10,0,1,0,0,0,1
AQP3,0,1,0,0,0,1
ARAF,0,0,0,0,1,1
APITD1-CORT,0,0,0,1,0,1
ZNF547,0,0,0,1,0,1
ACP5,0,1,0,0,0,1
ZNF112,0,1,0,0,0,1
ZNF117,0,1,0,0,0,1
ZNF148,0,0,0,0,1,1
ZNF154,0,0,0,1,0,1
ZNF155,0,0,0,1,0,1
ZNF217,0,0,0,1,0,1
AKR7A2,0,1,0,0,0,1
ABCB6,0,1,0,0,0,1
ZNF26,0,1,0,0,0,1
ZNF264,0,1,0,0,0,1
ZNF274,0,0,0,1,0,1
ZNF300,0,1,0,0,0,1
ZNF331,0,1,0,0,0,1
ZNF333,0,0,0,1,0,1
ZNF337,0,0,0,1,0,1
ZNF221,0,0,0,1,0,1
ABCD1,0,0,0,1,0,1
ABCD2,0,1,0,0,0,1
ABL2,0,0,0,0,1,1
ABTB1,0,0,0,1,0,1
AC002454,1,0,0,0,0,1
AC007952.4,0,0,1,0,0,1
AC011139,1,0,0,0,0,1
AC020916,1,0,0,0,0,1
ZNF623,0,1,0,0,0,1
AC243960,1,0,0,0,0,1
AC245014.3,1,0,0,0,0,1
ACAD11,0,0,0,1,0,1
ACAD8,0,0,0,1,0,1
ACADM,0,0,0,0,1,1
ACADVL,0,0,0,1,0,1
ACAP2,1,0,0,0,0,1
ZNF225,0,0,0,1,0,1
ADI1,0,0,0,1,0,1
AC087239,1,0,0,0,0,1
ADRA2C,0,1,0,0,0,1
ADRB1,0,1,0,0,0,1
AEN,1,0,0,0,0,1
AFF1,0,1,0,0,0,1
AFMID,0,1,0,0,0,1
AGA,0,1,0,0,0,1
AGAP5,0,0,0,1,0,1
AGMO,0,1,0,0,0,1
ZNF382,0,0,0,1,0,1
AIF1,0,0,0,1,0,1
AIF1L,0,1,0,0,0,1
AJUBA,0,1,0,0,0,1
AK4,0,1,0,0,0,1
AK7,0,1,0,0,0,1
AKAP13,0,0,0,0,1,1
AKAP17A,0,0,0,1,0,1
AKAP9,0,0,0,0,1,1
AKR1C3,1,0,0,0,0,1
AHSA2,0,0,0,1,0,1
ZNF383,0,0,0,1,0,1
ZNF385A,1,0,0,0,0,1
ZNF385C,0,0,0,1,0,1
ZNF385D,0,1,0,0,0,1
ZNF394,0,0,0,1,0,1
ZNF396,0,0,0,1,0,1
ZNF404,0,0,0,1,0,1
ZNF419,0,0,0,1,0,1
ADRA2A,0,0,0,1,0,1
ZNF471,0,0,0,1,0,1
ZNF480,0,1,0,0,0,1
ZNF513,0,0,0,1,0,1
ZNF514,0,0,0,1,0,1
ZNF518A,0,1,0,0,0,1
ZNF528,0,1,0,0,0,1
AACS,0,0,0,1,0,1
ADM,1,0,0,0,0,1
ADPRM,0,0,0,1,0,1
ZNF425,0,0,0,1,0,1
C11orf54,0,0,0,1,0,1
C11orf96,0,1,0,0,0,1
C12orf57,1,0,0,0,0,1
C12orf76,0,0,0,1,0,1
C14orf1,0,0,0,1,0,1
C14orf142,0,0,0,1,0,1
C15orf27,0,0,0,1,0,1
C15orf52,0,0,0,1,0,1
ARPP19,0,0,0,1,0,1
C16orf72,0,0,0,1,0,1
C16orf96,0,0,0,1,0,1
C17orf51,0,0,0,1,0,1
C17orf67,0,0,0,1,0,1
C18orf32,0,0,0,1,0,1
C19orf18,0,0,0,1,0,1
C19orf48,1,0,0,0,0,1
C19orf71,0,0,0,1,0,1
C16orf54,1,0,0,0,0,1
BNIP3L,1,0,0,0,0,1
BOK,0,1,0,0,0,1
BRAF,0,0,0,0,1,1
BRCA1,0,0,0,1,0,1
BRCA2,1,0,0,0,0,1
BRCC3,0,1,0,0,0,1
BRI3,0,0,0,1,0,1
BRWD1,0,0,0,1,0,1
C11orf21,0,1,0,0,0,1
BSPRY,0,0,0,1,0,1
BTBD8,0,0,0,1,0,1
BTBD9,0,1,0,0,0,1
BTG3,0,1,0,0,0,1
BUB1B,0,0,0,1,0,1
BVES,0,1,0,0,0,1
C10orf10,0,0,0,1,0,1
C10orf105,0,0,0,1,0,1
C10orf128,0,0,0,1,0,1
BSG,1,0,0,0,0,1
CA9,0,1,0,0,0,1
CABLES1,0,0,0,1,0,1
CABP7,0,0,0,1,0,1
CACNA2D4,0,1,0,0,0,1
CACYBP,1,0,0,0,0,1
CALCA,0,1,0,0,0,1
CALCOCO1,0,0,0,1,0,1
CALR,0,1,0,0,0,1
C1QBP,1,0,0,0,0,1
CAMSAP2,0,1,0,0,0,1
CAMTA2,0,0,0,1,0,1
CAPG,1,0,0,0,0,1
CAPN1,0,0,1,0,0,1
CAPN10,0,0,0,1,0,1
CAPN12,0,0,0,1,0,1
CAPN3,0,0,0,1,0,1
CAPN5,0,1,0,0,0,1
CAPS,0,0,0,1,0,1
CAMKK2,0,0,0,0,1,1
C1QL3,0,0,0,1,0,1
C1QL4,0,1,0,0,0,1
C1QTNF4,0,0,0,1,0,1
C1RL,0,1,0,0,0,1
C1orf106,0,0,0,1,0,1
C1orf158,0,1,0,0,0,1
C1orf186,0,0,0,1,0,1
C1orf226,0,1,0,0,0,1
CA3,0,0,0,1,0,1
C21orf62-AS1,0,0,0,1,0,1
C22orf23,0,1,0,0,0,1
C22orf39,0,0,0,1,0,1
C2orf78,0,1,0,0,0,1
C3orf62,0,0,0,1,0,1
C4orf45,0,1,0,0,0,1
C5AR2,0,0,0,1,0,1
C8orf59,1,0,0,0,0,1
CA2,0,0,0,1,0,1
C20orf194,0,0,0,1,0,1
ATP6V0E1,1,0,0,0,0,1
ATP7B,0,0,0,0,1,1
ATP8B3,0,1,0,0,0,1
ATP8B4,1,0,0,0,0,1
ATP9A,0,0,0,1,0,1
ATPAF1,0,0,0,1,0,1
ATR,0,0,0,0,1,1
ATXN1,0,0,0,1,0,1
BNIP3,0,1,0,0,0,1
ATXN7L1,0,0,0,1,0,1
AUP1,1,0,0,0,0,1
AURKA,0,0,0,1,0,1
AURKAIP1,1,0,0,0,0,1
AURKB,0,0,0,1,0,1
AVP,1,0,0,0,0,1
AXL,0,1,0,0,0,1
B3GALT4,0,0,0,1,0,1
ATXN3L,0,1,0,0,0,1
ARRB1,0,0,0,0,1,1
ARRB2,0,0,0,0,1,1
ARRDC2,0,0,0,1,0,1
ARRDC5,0,0,0,1,0,1
ARSA,0,0,0,1,0,1
ARSK,0,0,0,1,0,1
ASAH1,0,0,0,1,0,1
ASAP2,0,1,0,0,0,1
ATP6V0B,1,0,0,0,0,1
ASPM,0,0,0,1,0,1
ASPN,0,1,0,0,0,1
ASPSCR1,0,0,0,1,0,1
ATF2,0,0,0,0,1,1
ATG16L2,0,0,0,1,0,1
ATG4A,0,0,0,1,0,1
ATP2A3,0,1,0,0,0,1
ATP2C1,0,0,0,1,0,1
ATP5F1B,1,0,0,0,0,1
ASIC3,0,0,0,1,0,1
BEX1,1,0,0,0,0,1
BEX2,1,0,0,0,0,1
BEX4,1,0,0,0,0,1
BHLHE22,0,0,0,1,0,1
BHLHE41,0,0,0,1,0,1
BID,0,0,0,0,1,1
BIRC2,0,0,0,0,1,1
BIRC3,0,0,0,1,0,1
B3GNTL1,1,0,0,0,0,1
BLM,0,0,0,0,1,1
BLOC1S2,1,0,0,0,0,1
BLVRA,0,0,0,0,1,1
BMF,0,0,0,1,0,1
BMI1,0,1,0,0,0,1
BMP2K,0,1,0,0,0,1
BMP8A,0,0,0,1,0,1
BMT2,0,1,0,0,0,1
BNIP1,0,1,0,0,0,1
BIRC5,0,0,0,1,0,1
BACE1,0,0,0,1,0,1
BAG3,0,0,0,0,1,1
BAIAP2,0,0,0,0,1,1
BAK1,0,0,0,0,1,1
BANF1,1,0,0,0,0,1
BAZ1B,0,0,0,0,1,1
BAZ2A,0,0,0,1,0,1
BCAN,0,0,0,1,0,1
BET1,0,0,0,1,0,1
BCAS3,0,0,0,1,0,1
BCAT1,0,0,0,1,0,1
BCL10,0,0,0,0,1,1
BCL11A,1,0,0,0,0,1
BCL2,0,0,0,0,1,1
BCL2L11,0,1,0,0,0,1
BCL3,0,0,0,1,0,1
BCL6,0,0,0,1,0,1
BCR,0,0,0,0,1,1
BCAR1,0,0,0,0,1,1
KDM1A,0,0,0,1,0,1
KDM3A,0,0,0,1,0,1
KDM6A,0,0,0,0,1,1
KDM6B,0,0,0,1,0,1
KDM8,0,0,0,1,0,1
KIAA0087,1,0,0,0,0,1
KIAA0101,0,0,0,1,0,1
KIAA0430,0,0,0,1,0,1
EFNA3,0,1,0,0,0,1
KIAA0895L,0,0,0,1,0,1
KIAA1407,0,0,0,1,0,1
KIAA1683,0,0,0,1,0,1
KIDINS220,0,0,0,0,1,1
KIF11,0,0,0,1,0,1
KIF15,0,0,0,1,0,1
KIF18B,0,0,0,1,0,1
KIF1A,0,1,0,0,0,1
KIAA0556,0,0,0,1,0,1
JAK1,0,0,0,0,1,1
JCHAIN,1,0,0,0,0,1
JMJD1C,0,0,0,1,0,1
JPT1,0,1,0,0,0,1
JUNB,1,0,0,0,0,1
JUND,0,0,0,0,1,1
JUP,0,0,0,0,1,1
KCNC4,0,1,0,0,0,1
KCTD5,0,1,0,0,0,1
KCNG1,0,1,0,0,0,1
KCNH2,0,0,0,0,1,1
KCNJ11,0,1,0,0,0,1
KCNK1,0,1,0,0,0,1
KCNMB3,0,1,0,0,0,1
KCNQ4,0,1,0,0,0,1
KCNQ5,0,1,0,0,0,1
KCNT2,0,1,0,0,0,1
KCTD12,0,1,0,0,0,1
KCND1,0,0,0,1,0,1
KMT2A,0,0,0,0,1,1
KMT2D,0,0,0,0,1,1
KMT2E,0,0,0,1,0,1
KNSTRN,0,0,0,1,0,1
KRBOX4,0,0,0,1,0,1
KRT10,0,1,0,0,0,1
KRT12,0,1,0,0,0,1
KRT8,0,0,0,0,1,1
KIF22,1,0,0,0,0,1
KRTCAP2,0,0,0,1,0,1
KSR1,0,0,0,1,0,1
L3MBTL1,0,0,0,1,0,1
LAMTOR1,0,0,0,0,1,1
LAMTOR2,1,0,0,0,0,1
LAPTM4A,1,0,0,0,0,1
LAPTM5,0,0,0,1,0,1
LARP4,0,0,0,1,0,1
LASP1,0,0,0,0,1,1
KRTAP5-9,0,0,0,1,0,1
KIF27,0,0,0,1,0,1
KIF2C,0,0,0,1,0,1
KIF4A,0,0,0,1,0,1
KIFC1,0,0,0,1,0,1
KIR3DL2,0,0,1,0,0,1
KL,0,0,0,1,0,1
KLF1,0,1,0,0,0,1
KLF10,1,0,0,0,0,1
KLRC1,0,0,1,0,0,1
KLF6,1,0,0,0,0,1
KLF7,0,0,0,1,0,1
KLHDC1,0,0,0,1,0,1
KLHDC7B,0,1,0,0,0,1
KLHL17,0,1,0,0,0,1
KLHL29,0,1,0,0,0,1
KLHL4,0,1,0,0,0,1
KLHL42,0,1,0,0,0,1
KLHL6,0,1,0,0,0,1
KLF13,0,1,0,0,0,1
IGDCC4,0,1,0,0,0,1
IGFBP2,0,1,0,0,0,1
IGFLR1,0,0,0,1,0,1
IGHM,1,0,0,0,0,1
IGLL1,1,0,0,0,0,1
IGLON5,0,0,0,1,0,1
IGLV2-18,0,0,0,1,0,1
IKBIP,1,0,0,0,0,1
JAGN1,1,0,0,0,0,1
IKZF2,0,1,0,0,0,1
IL10RB,0,0,0,1,0,1
IL11RA,0,0,0,1,0,1
IL13RA1,0,1,0,0,0,1
IL16,0,0,0,0,1,1
IL18,0,1,0,0,0,1
IL1R1,0,0,0,1,0,1
IL1RAP,1,0,0,0,0,1
IKBKE,0,1,0,0,0,1
HSPD1,1,0,0,0,0,1
HSPH1,1,0,0,0,0,1
HTR1F,0,1,0,0,0,1
HTRA3,0,1,0,0,0,1
HTT,0,0,0,0,1,1
HYAL1,0,1,0,0,0,1
IAH1,1,0,0,0,0,1
ICAM2,1,0,0,0,0,1
IFITM1,0,0,0,1,0,1
ID2,0,0,0,1,0,1
IDH2,1,0,0,0,0,1
IDH3G,0,0,0,1,0,1
IDI1,0,1,0,0,0,1
IDUA,0,0,0,1,0,1
IER3,0,1,0,0,0,1
IFFO1,0,0,0,1,0,1
IFI16,0,1,0,0,0,1
IFIT1B,0,0,0,1,0,1
ICAM5,0,1,0,0,0,1
IRAK1,0,0,0,0,1,1
IRAK2,0,0,0,1,0,1
IRAK3,0,0,0,0,1,1
IRF5,0,0,0,0,1,1
IRF6,0,1,0,0,0,1
IRF7,0,0,0,1,0,1
IRF9,0,0,0,1,0,1
ISCA1,1,0,0,0,0,1
IL21R,0,1,0,0,0,1
ITGA2B,0,1,0,0,0,1
ITGAL,0,0,0,0,1,1
ITGB3,0,0,0,0,1,1
ITGB3BP,0,0,0,1,0,1
ITGB4,0,1,0,0,0,1
ITM2B,1,0,0,0,0,1
ITPA,1,0,0,0,0,1
IVNS1ABP,0,1,0,0,0,1
JADE2,0,1,0,0,0,1
ISCU,0,0,0,1,0,1
IL23A,0,1,0,0,0,1
IL2RA,0,0,0,1,0,1
IL32,0,0,0,1,0,1
ILF3,0,0,0,0,1,1
ILK,0,0,0,0,1,1
IMUP,0,0,0,1,0,1
INAFM1,0,1,0,0,0,1
INHBE,0,1,0,0,0,1
IQGAP2,1,0,0,0,0,1
INPP4B,1,0,0,0,0,1
INPP5A,0,0,0,1,0,1
INSL3,0,0,0,1,0,1
INSR,0,1,0,0,0,1
INSYN2B,0,1,0,0,0,1
INTU,0,0,0,1,0,1
IQCF3,0,1,0,0,0,1
IQCG,0,0,0,1,0,1
IQGAP1,1,0,0,0,0,1
INO80B,0,0,0,1,0,1
MECP2,0,0,0,0,1,1
MED12L,1,0,0,0,0,1
MED13,0,1,0,0,0,1
MED23,0,1,0,0,0,1
MED24,0,1,0,0,0,1
MEF2C,0,0,0,0,1,1
MEF2D,0,0,0,1,0,1
MEGF6,0,1,0,0,0,1
LAX1,0,0,0,1,0,1
MEIS3,0,1,0,0,0,1
MELK,0,0,0,1,0,1
MERTK,0,0,0,1,0,1
METAP1D,0,1,0,0,0,1
METTL26,1,0,0,0,0,1
METTL7A,1,0,0,0,0,1
MEX3A,0,1,0,0,0,1
MFAP3L,0,1,0,0,0,1
MEGF8,0,1,0,0,0,1
MARCH2,0,0,0,1,0,1
MARCH3,0,0,0,1,0,1
MAX,0,0,0,0,1,1
MBOAT7,0,0,0,1,0,1
MCAM,0,1,0,0,0,1
MCEMP1,0,1,0,0,0,1
MCL1,1,0,0,0,0,1
MCM10,0,1,0,0,0,1
ABCC2,0,0,0,1,0,1
MCM7,1,0,0,0,0,1
MCMBP,0,0,0,1,0,1
MCOLN1,0,0,0,1,0,1
MCTP2,0,0,0,1,0,1
MDC1,0,0,0,0,1,1
MDH1,1,0,0,0,0,1
MDH2,1,0,0,0,0,1
MDK,1,0,0,0,0,1
MDM2,1,0,0,0,0,1
MCM2,0,0,0,0,1,1
MMP2,0,0,0,1,0,1
MMP25,0,0,0,1,0,1
MMP28,0,0,0,1,0,1
MNX1,0,1,0,0,0,1
MOB3A,0,1,0,0,0,1
MOB3C,0,0,0,1,0,1
MOCS1,0,1,0,0,0,1
MOSPD1,0,0,0,1,0,1
MFN2,0,0,0,0,1,1
MPP7,0,0,0,1,0,1
MPPE1,0,0,0,1,0,1
MPRIP,0,0,0,0,1,1
MRPL13,1,0,0,0,0,1
MRPL18,1,0,0,0,0,1
MRPL2,0,1,0,0,0,1
MRPL20,1,0,0,0,0,1
MRPL24,0,0,0,1,0,1
MRPL27,1,0,0,0,0,1
MPP3,0,1,0,0,0,1
MFSD1,0,1,0,0,0,1
MFSD10,1,0,0,0,0,1
MFSD13A,0,1,0,0,0,1
MGAT3,0,1,0,0,0,1
MGMT,1,0,0,0,0,1
MIB2,0,0,0,1,0,1
MICA,0,1,0,0,0,1
MICALL1,0,1,0,0,0,1
MMP17,0,1,0,0,0,1
MIF,0,1,0,0,0,1
MILR1,0,1,0,0,0,1
MINAR1,0,1,0,0,0,1
MITF,0,0,0,0,1,1
MKL2,0,0,0,1,0,1
MKNK2,0,0,0,1,0,1
MLXIP,0,0,0,1,0,1
MME,0,1,0,0,0,1
MMP11,0,1,0,0,0,1
MIDN,0,0,0,1,0,1
LMNTD2,0,0,0,1,0,1
LMO4,0,0,0,1,0,1
LOC100996740,0,0,0,1,0,1
LOXL2,0,0,0,1,0,1
LPAR4,0,0,0,1,0,1
LPCAT2,0,1,0,0,0,1
LPIN1,0,0,0,0,1,1
LPPR2,0,0,0,1,0,1
MAPKBP1,0,0,0,1,0,1
LRIT3,0,0,0,1,0,1
LRP1,0,1,0,0,0,1
LRP12,0,1,0,0,0,1
LRP5L,0,0,0,1,0,1
LRP6,0,0,0,0,1,1
LRPAP1,1,0,0,0,0,1
LRRC16A,0,0,0,1,0,1
LRRC8D,0,0,0,1,0,1
LRGUK,0,1,0,0,0,1
LBX2,0,0,0,1,0,1
LCP1,1,0,0,0,0,1
LDHA,0,1,0,0,0,1
LDHB,0,0,0,0,1,1
LDLR,1,0,0,0,0,1
LENG8,0,0,0,1,0,1
LENG9,0,0,0,1,0,1
LGALS1,1,0,0,0,0,1
LITAF,1,0,0,0,0,1
LGALS13,0,1,0,0,0,1
LGALS8,0,1,0,0,0,1
LGMN,0,1,0,0,0,1
LIG4,0,0,0,1,0,1
LIMA1,0,0,0,0,1,1
LIMD2,1,0,0,0,0,1
LIN28B,0,1,0,0,0,1
LINGO1,0,1,0,0,0,1
LIPG,0,1,0,0,0,1
LGALS12,0,0,0,1,0,1
MAGEB17,0,1,0,0,0,1
MAGED2,0,1,0,0,0,1
MAGI2,0,1,0,0,0,1
MAGOHB,0,0,0,1,0,1
MAN2B2,0,0,0,1,0,1
MAP1LC3B,1,0,0,0,0,1
MAP1LC3B2,0,0,0,1,0,1
MAP2K3,0,0,0,0,1,1
LRRN3,0,1,0,0,0,1
MAP3K8,1,0,0,0,0,1
MAP4K1,0,0,0,0,1,1
MAPK1,0,0,0,0,1,1
MAPK12,0,0,0,0,1,1
MAPK13,0,0,0,1,0,1
MAPK14,0,0,0,0,1,1
MAPK1IP1L,1,0,0,0,0,1
MAPK8IP3,0,0,0,1,0,1
MAPKAPK5,0,0,0,0,1,1
MAP3K12,0,0,0,1,0,1
LRRTM2,0,1,0,0,0,1
LSM7,1,0,0,0,0,1
LSP1,1,0,0,0,0,1
LSS,0,0,0,1,0,1
LTBP1,0,1,0,0,0,1
LUZP4,0,1,0,0,0,1
LY6E,1,0,0,0,0,1
LY75-CD302,0,1,0,0,0,1
MAGEA3,0,0,0,0,1,1
LYG1,0,0,0,1,0,1
LYG2,0,1,0,0,0,1
LYPD8,0,1,0,0,0,1
LYRM9,0,0,0,1,0,1
LYZ,0,1,0,0,0,1
MAD2L1,0,0,0,1,0,1
MAEA,0,0,0,1,0,1
MAF,0,0,0,1,0,1
MAF1,0,0,0,0,1,1
LY96,0,1,0,0,0,1
FCER1A,1,0,0,0,0,1
FCGR1A,0,1,0,0,0,1
FCGR1B,0,1,0,0,0,1
FCGR2A,0,0,0,0,1,1
FCGRT,1,0,0,0,0,1
FEN1,1,0,0,0,0,1
FGF17,0,1,0,0,0,1
FGF18,0,0,0,1,0,1
HSPB11,1,0,0,0,0,1
FH,0,0,0,0,1,1
FHL1,1,0,0,0,0,1
FHOD1,0,0,0,0,1,1
FIBP,1,0,0,0,0,1
FJX1,0,1,0,0,0,1
FKBP4,1,0,0,0,0,1
FLACC1,0,1,0,0,0,1
FLCN,0,0,0,0,1,1
FGL2,0,1,0,0,0,1
FAM47E-STBD1,0,1,0,0,0,1
FAM53C,1,0,0,0,0,1
FAM64A,0,0,0,1,0,1
FAM71F2,0,1,0,0,0,1
FAM72A,0,0,0,1,0,1
FAM72C,0,0,0,1,0,1
FAM72D,0,0,0,1,0,1
FAM83D,0,1,0,0,0,1
FBXW7,0,1,0,0,0,1
FARSA,1,0,0,0,0,1
FBN1,0,0,0,1,0,1
FBXL14,0,1,0,0,0,1
FBXL20,0,0,0,1,0,1
FBXL22,0,1,0,0,0,1
FBXL8,0,0,0,1,0,1
FBXO32,0,0,0,1,0,1
FBXO38,0,0,0,1,0,1
FBXO5,0,0,0,0,1,1
FANCD2,0,0,0,0,1,1
FYB1,1,0,0,0,0,1
G6PD,0,0,0,0,1,1
GABARAP,0,0,0,1,0,1
GABARAPL1,0,0,0,1,0,1
GABRB3,0,1,0,0,0,1
GABRE,0,1,0,0,0,1
GADD45B,0,1,0,0,0,1
GADD45GIP1,1,0,0,0,0,1
FLT3,0,0,0,0,1,1
GALK1,0,1,0,0,0,1
GALNT4,0,1,0,0,0,1
GAPDH,1,0,0,0,0,1
GATA1,0,0,0,0,1,1
GBP2,0,0,0,1,0,1
GCAT,0,0,0,1,0,1
GCGR,0,0,0,1,0,1
GCSAML,0,0,0,1,0,1
GCSH,0,0,0,1,0,1
GALC,0,0,0,1,0,1
FLVCR1,0,1,0,0,0,1
FMNL3,0,1,0,0,0,1
FMO1,0,0,0,1,0,1
FMO4,0,0,0,1,0,1
FMO5,0,0,0,1,0,1
FMOD,0,0,0,1,0,1
FN1,0,1,0,0,0,1
FNIP2,0,1,0,0,0,1
FURIN,0,0,0,1,0,1
FOSB,1,0,0,0,0,1
FOSL2,0,0,0,1,0,1
FOXA1,0,1,0,0,0,1
FOXH1,0,0,0,1,0,1
FOXN3,0,0,0,0,1,1
FPR1,0,0,0,1,0,1
FSD1,0,0,0,1,0,1
FTH1,1,0,0,0,0,1
FUCA1,0,0,0,1,0,1
FOS,1,0,0,0,0,1
EMP3,1,0,0,0,0,1
EN1,0,1,0,0,0,1
ENAH,0,0,0,0,1,1
ENO2,0,1,0,0,0,1
ENPP2,0,0,0,1,0,1
ENPP3,0,1,0,0,0,1
ENTHD2,0,0,0,1,0,1
EPAS1,0,1,0,0,0,1
FAM47E,0,1,0,0,0,1
EPHB6,0,1,0,0,0,1
EPHX2,0,1,0,0,0,1
EPN1,0,0,0,0,1,1
ERFE,0,1,0,0,0,1
ERG,0,0,0,1,0,1
